Orthogroup	Hsap	Acer
OG0004275	COMD4_HUMAN	KAK2550400.1
OG0004292	VAMP7_HUMAN	KAK2550834.1
OG0004297	MOV10_HUMAN	KAK2550951.1, KAK2550952.1
OG0004313	FRPD3_HUMAN, FRPD4_HUMAN	KAK2551324.1
OG0003897	PA1B2_HUMAN, PA1B3_HUMAN	KAK2573620.1
OG0003902	BACE2_HUMAN, BACE1_HUMAN	KAK2573732.1
OG0003919	SMD3_HUMAN	KAK2573931.1
OG0003934	ASPH1_HUMAN, ASPH2_HUMAN	KAK2574096.1
OG0003939	CX6A2_HUMAN, CX6A1_HUMAN	KAK2574236.1
OG0003955	CILK1_HUMAN, MAK_HUMAN	KAK2574454.1
OG0004071	APOD_HUMAN	KAK2548736.1, KAK2554598.1
OG0004087	PCD16_HUMAN	KAK2553338.1
OG0004104	ACD10_HUMAN	KAK2574392.1
OG0004121	PCGF1_HUMAN	KAK2573189.1
OG0004138	PRKX_HUMAN, PRKY_HUMAN	KAK2573794.1
OG0004155	ODP2_HUMAN	KAK2560136.1
OG0004188	ATPA_HUMAN	KAK2547037.1, KAK2550318.1
OG0004206	SRS11_HUMAN, SREK1_HUMAN	KAK2547830.1
OG0004222	FKBP8_HUMAN	KAK2548364.1, KAK2550347.1
OG0004241	MRM3_HUMAN	KAK2549379.1, KAK2549377.1
OG0004257	CDD_HUMAN	KAK2549946.1, KAK2549949.1
OG0004263	SAMH1_HUMAN	KAK2550010.1
OG0004281	CE022_HUMAN	KAK2550483.1
OG0004299	TDR12_HUMAN	KAK2550988.1
OG0004315	LRRC9_HUMAN	KAK2551435.1, KAK2551434.1
OG0004332	CHM2A_HUMAN	KAK2551750.1
OG0004349	FRYL_HUMAN, FRY_HUMAN	KAK2552165.1
OG0003868	SIL1_HUMAN	KAK2573161.1
OG0003885	ENOX1_HUMAN, ENOX2_HUMAN	KAK2573401.1
OG0003903	RN167_HUMAN, RNF13_HUMAN	KAK2573741.1
OG0003918	EI2BA_HUMAN	KAK2573930.1
OG0003932	ARBK1_HUMAN, ARBK2_HUMAN	KAK2574055.1
OG0003949	SDHL_HUMAN, SDSL_HUMAN	KAK2574354.1
OG0004084	TSN3_HUMAN	KAK2559260.1, KAK2559263.1
OG0004117	SOCS3_HUMAN	KAK2561479.1, KAK2571756.1
OG0004133	2A5D_HUMAN, 2A5G_HUMAN	KAK2568687.1
OG0004150	CD11A_HUMAN, CD11B_HUMAN	KAK2556488.1
OG0004167	PTN2_HUMAN, PTN1_HUMAN	KAK2554466.1
OG0004196	RM46_HUMAN	KAK2547373.1, KAK2571042.1
OG0004212	SPIDR_HUMAN	KAK2548054.1, KAK2548053.1
OG0004229	LRC57_HUMAN	KAK2548599.1
OG0004264	NDUB9_HUMAN	KAK2550021.1
OG0004282	SPG7_HUMAN	KAK2550486.1
OG0004298	RSPRY_HUMAN	KAK2550975.1
OG0004314	MED14_HUMAN	KAK2551403.1
OG0004347	RS23_HUMAN	KAK2552159.1
OG0004380	NDUS3_HUMAN	KAK2553149.1
OG0004396	SYFA_HUMAN	KAK2553626.1
OG0004401	TM74B_HUMAN, TMM74_HUMAN	KAK2553731.1
OG0003861	ZMIZ2_HUMAN, ZMIZ1_HUMAN	KAK2573054.1
OG0003877	S19A2_HUMAN, S19A3_HUMAN	KAK2573302.1
OG0003896	IP6K1_HUMAN	KAK2573568.1
OG0003913	FBLL1_HUMAN, FBRL_HUMAN	KAK2573884.1
OG0003948	PPM1F_HUMAN, PPM1E_HUMAN	KAK2574349.1
OG0003966	TRM2A_HUMAN	KAK2574663.1
OG0004075	DYH5_HUMAN	KAK2556820.1
OG0004091	CTL1_HUMAN, CTL3_HUMAN	KAK2570644.1
OG0004109	RHXF1_HUMAN	KAK2563183.1, KAK2564533.1
OG0004126	NFRKB_HUMAN	KAK2564921.1
OG0004143	ARI2_HUMAN	KAK2547491.1
OG0004159	CDN1B_HUMAN	KAK2566736.1
OG0004191	MGAT1_HUMAN	KAK2547204.1, KAK2560385.1
OG0004249	SYLC_HUMAN	KAK2549709.1
OG0004267	FBXL8_HUMAN	KAK2550138.1, KAK2551649.1
OG0004285	CY24A_HUMAN	KAK2550509.1
OG0004304	BLTP1_HUMAN	KAK2551104.1, KAK2551099.1
OG0004320	SF01_HUMAN	KAK2551497.1
OG0004337	RPC4_HUMAN	KAK2551830.1
OG0004359	DPH3B_HUMAN, DPH3_HUMAN	KAK2552561.1
OG0004376	R10B1_HUMAN, R10B2_HUMAN	KAK2553082.1
OG0004392	LRC73_HUMAN	KAK2553436.1, KAK2553496.1, KAK2561813.1
OG0004410	CEP41_HUMAN	KAK2553894.1
OG0004426	ZDHC1_HUMAN	KAK2554364.1
OG0003906	DSCL1_HUMAN, DSCAM_HUMAN	KAK2573811.1
OG0003922	KSR2_HUMAN, KSR1_HUMAN	KAK2573947.1
OG0003938	RFA4_HUMAN, RFA2_HUMAN	KAK2574210.1
OG0003954	TXD17_HUMAN	KAK2574429.1
OG0004077	CDK7_HUMAN	KAK2547789.1
OG0004093	S22AF_HUMAN	KAK2561456.1, KAK2566651.1
OG0004111	NED4L_HUMAN, NEDD4_HUMAN	KAK2555405.1
OG0004128	RIT1_HUMAN, RIT2_HUMAN	KAK2567987.1
OG0004146	ELOV5_HUMAN	KAK2548948.1
OG0004180	GGPPS_HUMAN	KAK2546858.1
OG0004198	MBRL_HUMAN	KAK2547461.1
OG0004215	UBP10_HUMAN	KAK2548147.1
OG0004233	UBP3_HUMAN	KAK2548714.1
OG0004251	AEDO_HUMAN	KAK2549737.1
OG0004268	ZN367_HUMAN	KAK2550145.1
OG0004287	MYCT_HUMAN	KAK2550599.1
OG0004305	DNJA3_HUMAN	KAK2551147.1
OG0004321	SHPRH_HUMAN	KAK2551498.1
OG0004338	ATAD1_HUMAN	KAK2551838.1
OG0004354	STON1_HUMAN, STON2_HUMAN	KAK2552347.1
OG0004371	TIPIN_HUMAN	KAK2552899.1
OG0004388	DELE1_HUMAN	KAK2553355.1, KAK2574296.1
OG0004406	ARP2_HUMAN	KAK2553791.1
OG0004422	MAX_HUMAN	KAK2554287.1
OG0004439	BOP1_HUMAN	KAK2554767.1
OG0004455	URB2_HUMAN	KAK2555339.1
OG0003928	PISD_HUMAN	KAK2574011.1
OG0003945	GL1D1_HUMAN	KAK2574307.1
OG0003963	RNF34_HUMAN, RFFL_HUMAN	KAK2574577.1
OG0004081	DRGX_HUMAN	KAK2572010.1
OG0004098	TIGD4_HUMAN	KAK2564246.1, KAK2564137.1, KAK2565480.1
OG0004115	TDRKH_HUMAN	KAK2573011.1
OG0004132	TSN33_HUMAN	KAK2566429.1
OG0004166	TX1B3_HUMAN	KAK2550053.1
OG0004199	DCR1C_HUMAN	KAK2547496.1
OG0004204	HMDH_HUMAN	KAK2547817.1
OG0004221	MPH6_HUMAN	KAK2548305.1, KAK2551010.1
OG0004240	ODB2_HUMAN	KAK2549254.1
OG0004256	NUP54_HUMAN	KAK2549915.1
OG0004274	ISCU_HUMAN	KAK2550288.1
OG0004279	MROH1_HUMAN	KAK2550462.1
OG0004300	GILT_HUMAN	KAK2550998.1, KAK2550997.1
OG0004316	TAF1A_HUMAN	KAK2551447.1
OG0004331	FBX11_HUMAN	KAK2551742.1
OG0004348	OBI1_HUMAN	KAK2552164.1
OG0004366	TICRR_HUMAN	KAK2552849.1, KAK2552850.1
OG0004384	TPC_HUMAN	KAK2553270.1
OG0004402	TSAP1_HUMAN, CF052_HUMAN	KAK2553733.1
OG0004418	DCAF5_HUMAN	KAK2554140.1
OG0004435	PIGT_HUMAN	KAK2554697.1
OG0004452	PRRC1_HUMAN	KAK2555299.1
OG0004457	UHMK1_HUMAN	KAK2555448.1
OG0004475	INT9_HUMAN	KAK2556090.1, KAK2563123.1
OG0004494	S2534_HUMAN, S2535_HUMAN	KAK2556457.1
OG0003898	VATA_HUMAN	KAK2573626.1
OG0003915	RAD9A_HUMAN, RAD9B_HUMAN	KAK2573899.1
OG0003930	AACS_HUMAN	KAK2574032.1, KAK2574030.1
OG0003947	KDM2A_HUMAN, KDM2B_HUMAN	KAK2574324.1
OG0003965	RN146_HUMAN	KAK2574647.1
OG0004079	LRAD2_HUMAN	KAK2557468.1, KAK2557481.1, KAK2549247.1
OG0004096	FOXE3_HUMAN	KAK2554480.1
OG0004112	FZD8_HUMAN, FZD5_HUMAN	KAK2560423.1
OG0004129	SHOX_HUMAN, SHOX2_HUMAN	KAK2573858.1
OG0004147	SC24C_HUMAN, SC24D_HUMAN	KAK2553357.1
OG0004164	SIK3_HUMAN	KAK2573445.1
OG0004179	FAF1_HUMAN	KAK2554977.1, KAK2546833.1
OG0004195	STPG4_HUMAN	KAK2547343.1
OG0004213	MED10_HUMAN	KAK2548114.1
OG0004218	TTC38_HUMAN	KAK2548284.1
OG0004236	SORT_HUMAN	KAK2548916.1
OG0004271	RSPH3_HUMAN	KAK2550236.1
OG0004289	WAPL_HUMAN	KAK2550680.1
OG0004323	RNLS_HUMAN	KAK2551504.1
OG0004340	NDUA6_HUMAN	KAK2551868.1
OG0004389	TMM33_HUMAN	KAK2553393.1
OG0004407	ODBA_HUMAN	KAK2553834.1
OG0004424	ZN106_HUMAN	KAK2554326.1
OG0004430	CIA2B_HUMAN	KAK2554416.1, KAK2554458.1
OG0004464	NPRL2_HUMAN	KAK2555622.1, KAK2555668.1
OG0004480	SPT4H_HUMAN	KAK2556128.1
OG0004498	GGYF1_HUMAN, GGYF2_HUMAN	KAK2556609.1
OG0004076	DYH8_HUMAN	KAK2566518.1
OG0004108	SPMA2_HUMAN	KAK2560103.1
OG0004125	ZBT25_HUMAN, ZBTB2_HUMAN	KAK2574266.1
OG0004142	ANXA7_HUMAN	KAK2572698.1
OG0004208	SCO1_HUMAN	KAK2547952.1
OG0004225	ELOA2_HUMAN, ELOA1_HUMAN	KAK2548462.1
OG0004260	ECI2_HUMAN	KAK2549981.1
OG0004296	P20D1_HUMAN	KAK2550943.1
OG0004301	ANR12_HUMAN, ANR11_HUMAN	KAK2551002.1
OG0004317	DCTN4_HUMAN	KAK2551449.1
OG0004351	PRDX5_HUMAN	KAK2552317.1
OG0004370	PIGB_HUMAN	KAK2552896.1
OG0004387	GSAP_HUMAN	KAK2553311.1, KAK2553310.1
OG0004405	SCFD1_HUMAN	KAK2553789.1
OG0004438	DEN11_HUMAN	KAK2554760.1
OG0004454	T2H2L_HUMAN, TF2H2_HUMAN	KAK2555329.1
OG0004471	TM131_HUMAN	KAK2556050.1
OG0004487	CLYBL_HUMAN	KAK2556281.1
OG0004492	PXYP1_HUMAN	KAK2556404.1
OG0004507	DPM1_HUMAN	KAK2556865.1
OG0004523	ENASE_HUMAN	KAK2557166.1
OG0004539	CAB45_HUMAN	KAK2557759.1
OG0004570	UGGG2_HUMAN, UGGG1_HUMAN	KAK2558869.1
OG0004113	ASCL4_HUMAN, ASCL5_HUMAN	KAK2572926.1
OG0004131	PI51C_HUMAN, PI51B_HUMAN	KAK2565281.1
OG0004137	RBM34_HUMAN	KAK2568906.1
OG0004154	CHM1B_HUMAN	KAK2558152.1
OG0004205	BABA1_HUMAN	KAK2547825.1, KAK2547824.1
OG0004223	E2AK4_HUMAN	KAK2548416.1, KAK2548421.1
OG0004228	FEM1B_HUMAN	KAK2548551.1, KAK2553449.1
OG0004262	PIGU_HUMAN	KAK2550007.1
OG0004278	ATTY_HUMAN	KAK2550460.1, KAK2562341.1
OG0004312	GEMI5_HUMAN	KAK2551310.1
OG0004328	CAN15_HUMAN	KAK2551670.1
OG0004333	NAA20_HUMAN	KAK2551763.1, KAK2551758.1
OG0004350	CWC22_HUMAN	KAK2552307.1, KAK2552304.1
OG0004368	ARB2P_HUMAN, ARB2A_HUMAN	KAK2552885.1
OG0004386	IWS1_HUMAN	KAK2553298.1, KAK2573417.1
OG0004403	LTV1_HUMAN	KAK2553746.1
OG0004420	PHF10_HUMAN	KAK2554265.1
OG0004437	TCF25_HUMAN	KAK2554743.1
OG0004453	PI4KB_HUMAN	KAK2555314.1, KAK2555371.1
OG0004470	AGT2_HUMAN	KAK2556034.1, KAK2571745.1
OG0004486	CLH2_HUMAN, CLH1_HUMAN	KAK2556227.1
OG0004503	S35E1_HUMAN	KAK2556693.1
OG0004509	RP9_HUMAN	KAK2556884.1
OG0004526	PDPK2_HUMAN, PDPK1_HUMAN	KAK2557203.1
OG0004542	OGDHL_HUMAN, ODO1_HUMAN	KAK2557926.1
OG0004558	DEK_HUMAN	KAK2558361.1
OG0004575	CMBL_HUMAN	KAK2559118.1, KAK2565896.1
OG0004083	TBB2A_HUMAN, TBB2B_HUMAN	KAK2561613.1
OG0004099	MUSK_HUMAN	KAK2560163.1
OG0004103	RHGBA_HUMAN, RHGBB_HUMAN	KAK2560595.1
OG0004119	PRS8_HUMAN	KAK2561358.1
OG0004135	POLK_HUMAN	KAK2553866.1
OG0004152	FAAH1_HUMAN	KAK2567063.1
OG0004168	LR74B_HUMAN	KAK2574362.1
OG0004201	TAZ_HUMAN	KAK2547677.1
OG0004234	RBM45_HUMAN	KAK2548781.1
OG0004250	TYW1B_HUMAN, TYW1_HUMAN	KAK2549735.1
OG0004266	LRC40_HUMAN	KAK2550061.1
OG0004269	CA087_HUMAN	KAK2550161.1
OG0004286	CC28A_HUMAN, CC28B_HUMAN	KAK2550553.1
OG0004319	KICS2_HUMAN	KAK2551474.1
OG0004336	S30BP_HUMAN	KAK2551825.1
OG0004369	SERF2_HUMAN	KAK2552891.1
OG0004385	GPHRA_HUMAN, GPHRB_HUMAN	KAK2553282.1
OG0004400	F91A1_HUMAN, F91A2_HUMAN	KAK2553702.1
OG0004416	IMP4_HUMAN	KAK2553961.1, KAK2553957.1
OG0004433	ATPD_HUMAN	KAK2554596.1
OG0004450	HAUS3_HUMAN	KAK2555054.1
OG0004468	SRA1_HUMAN	KAK2556023.1
OG0004472	ELMD2_HUMAN	KAK2556052.1
OG0004488	KLH35_HUMAN	KAK2556298.1
OG0004551	ABCB7_HUMAN	KAK2558119.1
OG0004566	MED28_HUMAN	KAK2558417.1
OG0004583	WDR89_HUMAN	KAK2559602.1, KAK2559603.1
OG0004101	TNF13_HUMAN, TN13B_HUMAN	KAK2562136.1
OG0004118	VISL1_HUMAN, HPCL4_HUMAN	KAK2553704.1
OG0004151	ZCPW2_HUMAN	KAK2564831.1
OG0004169	ACBP_HUMAN	KAK2561250.1
OG0004202	S35D3_HUMAN	KAK2547729.1
OG0004219	VPS16_HUMAN	KAK2548286.1, KAK2548307.1
OG0004272	MPC2_HUMAN	KAK2550278.1
OG0004290	GNPTA_HUMAN	KAK2550774.1
OG0004324	ACYP1_HUMAN, ACYP2_HUMAN	KAK2551564.1
OG0004379	PEPD_HUMAN	KAK2553107.1
OG0004394	SEN2_HUMAN	KAK2553490.1
OG0004412	HOT_HUMAN	KAK2568065.1, KAK2553915.1
OG0004428	EXOC2_HUMAN	KAK2554384.1, KAK2554387.1
OG0004444	PAAT_HUMAN, YJ016_HUMAN	KAK2554827.1
OG0004461	TCFL5_HUMAN, SOLH2_HUMAN	KAK2555556.1
OG0004479	ATOX1_HUMAN	KAK2556116.1
OG0004497	TM107_HUMAN	KAK2556596.1
OG0004514	ENKD1_HUMAN	KAK2557060.1
OG0004530	SPAS1_HUMAN	KAK2557340.1
OG0004546	M3K7_HUMAN	KAK2558031.1
OG0004561	I5P1_HUMAN	KAK2558388.1, KAK2558432.1
OG0004577	PGES2_HUMAN	KAK2559121.1, KAK2559206.1
OG0004581	NT5D4_HUMAN, 5NTC_HUMAN	KAK2559453.1
OG0004597	HACD2_HUMAN, HACD1_HUMAN	KAK2559919.1
OG0004614	HERC3_HUMAN, HERC4_HUMAN	KAK2560307.1
OG0004082	HXC5_HUMAN	KAK2570219.1, KAK2570217.1
OG0004097	PRDM7_HUMAN, PRDM9_HUMAN	KAK2561592.1
OG0004114	NAT16_HUMAN	KAK2558033.1, KAK2558071.1
OG0004130	HIG2A_HUMAN, HIG2B_HUMAN	KAK2558408.1
OG0004148	MACD2_HUMAN	KAK2554344.1, KAK2554435.1
OG0004165	GLRX2_HUMAN	KAK2568003.1
OG0004216	AFG32_HUMAN	KAK2548150.1
OG0004235	DDX24_HUMAN	KAK2548854.1, KAK2553969.1
OG0004252	SMYD4_HUMAN	KAK2557168.1, KAK2549749.1
OG0004270	PRKN_HUMAN	KAK2550230.1, KAK2558124.1
OG0004288	HUWE1_HUMAN	KAK2550624.1
OG0004306	SPF27_HUMAN	KAK2551184.1
OG0004322	WDFY3_HUMAN	KAK2551503.1, KAK2551505.1
OG0004339	BYST_HUMAN	KAK2551842.1
OG0004373	RENT1_HUMAN	KAK2552912.1
OG0004408	HTD2_HUMAN	KAK2553840.1
OG0004423	SMI10_HUMAN	KAK2554316.1
OG0004440	T179A_HUMAN	KAK2554774.1, KAK2560938.1
OG0004474	JKAMP_HUMAN	KAK2556085.1
OG0004522	DNAL4_HUMAN	KAK2557142.1
OG0004538	TCF19_HUMAN	KAK2557743.1
OG0004555	ARMC1_HUMAN	KAK2558258.1
OG0004572	UBA1L_HUMAN, UBAP1_HUMAN	KAK2559102.1
OG0004589	B3GL2_HUMAN	KAK2559730.1
OG0004594	SRRT_HUMAN	KAK2559820.1
OG0004609	S2551_HUMAN, S2552_HUMAN	KAK2560157.1
OG0004626	RIDA_HUMAN	KAK2560499.1
OG0004644	FUMH_HUMAN	KAK2560910.1
OG0004660	SRTD4_HUMAN	KAK2561082.1
OG0004088	FRK_HUMAN	KAK2562326.1
OG0004105	E41LA_HUMAN	KAK2567938.1
OG0004122	GCC2_HUMAN	KAK2565975.1, KAK2573774.1
OG0004139	STT3A_HUMAN	KAK2548444.1
OG0004173	MAT2B_HUMAN	KAK2546678.1, KAK2568049.1
OG0004189	VPS52_HUMAN	KAK2547080.1, KAK2555554.1
OG0004207	TIKI1_HUMAN, TIKI2_HUMAN	KAK2547832.1
OG0004224	SMHD1_HUMAN	KAK2548443.1
OG0004243	VGLL4_HUMAN	KAK2549417.1
OG0004259	DUS19_HUMAN	KAK2549978.1
OG0004276	SIM13_HUMAN	KAK2550401.1
OG0004293	URAD_HUMAN	KAK2550855.1, KAK2550886.1
OG0004311	RED_HUMAN	KAK2551297.1
OG0004346	ORNT2_HUMAN, ORNT1_HUMAN	KAK2552142.1
OG0004364	ULK3_HUMAN	KAK2552845.1, KAK2552851.1
OG0004381	TP4AP_HUMAN	KAK2553170.1
OG0004397	GOSR1_HUMAN	KAK2553664.1
OG0004414	PLPL8_HUMAN	KAK2553927.1
OG0004431	SCAPE_HUMAN	KAK2554509.1
OG0004448	RM55_HUMAN	KAK2555043.1
OG0004465	NOPC1_HUMAN	KAK2555636.1
OG0004517	S35F3_HUMAN, S35F4_HUMAN	KAK2557095.1
OG0004533	PEX5_HUMAN	KAK2557596.1
OG0004549	NUPR1_HUMAN	KAK2558062.1
OG0004584	PIEZ1_HUMAN, PIEZ2_HUMAN	KAK2559617.1
OG0004601	CCD60_HUMAN	KAK2559999.1, KAK2559998.1
OG0004618	NICN1_HUMAN	KAK2560377.1
OG0004637	RMP_HUMAN	KAK2560710.1
OG0004654	AVEN_HUMAN	KAK2561019.1
OG0004672	KLDC3_HUMAN	KAK2561509.1
OG0004153	WDR38_HUMAN	KAK2567242.1
OG0004170	EBP_HUMAN	KAK2569159.1
OG0004203	NUD15_HUMAN	KAK2547788.1, KAK2570185.1, KAK2573250.1
OG0004239	OMA1_HUMAN	KAK2549165.1
OG0004291	AREL1_HUMAN	KAK2550821.1, KAK2550823.1
OG0004309	NUP93_HUMAN	KAK2551248.1, KAK2560702.1
OG0004326	PTHB1_HUMAN	KAK2551599.1
OG0004344	ALG8_HUMAN	KAK2552087.1
OG0004361	RFXAP_HUMAN	KAK2552589.1
OG0004365	RASA1_HUMAN	KAK2552848.1
OG0004382	BAT1_HUMAN	KAK2553175.1, KAK2553180.1
OG0004398	LACC1_HUMAN	KAK2553670.1
OG0004415	RDIC1_HUMAN	KAK2553932.1
OG0004432	CHERP_HUMAN	KAK2554581.1, KAK2554587.1
OG0004449	TOE1_HUMAN	KAK2555048.1
OG0004466	CC177_HUMAN	KAK2555810.1, KAK2555814.1
OG0004483	SBSPO_HUMAN	KAK2556173.1
OG0004501	CTSL2_HUMAN	KAK2556667.1
OG0004518	RPSA2_HUMAN, RSSA_HUMAN	KAK2557096.1
OG0004535	SFT2C_HUMAN	KAK2557619.1
OG0004552	VP37B_HUMAN	KAK2558169.1
OG0004568	EFR3A_HUMAN, EFR3B_HUMAN	KAK2558621.1
OG0004585	PSD10_HUMAN	KAK2569261.1, KAK2559648.1
OG0004602	CH034_HUMAN	KAK2560037.1, KAK2560042.1
OG0004620	ORC3_HUMAN	KAK2560418.1
OG0004656	AB12B_HUMAN, ABD12_HUMAN	KAK2561030.1
OG0004674	PMGT1_HUMAN	KAK2561562.1
OG0004691	PHYD1_HUMAN	KAK2562130.1
OG0004708	KTU_HUMAN	KAK2562409.1
OG0004726	PDZD8_HUMAN	KAK2563056.1, KAK2563055.1
OG0004742	PDE2A_HUMAN	KAK2563485.1
OG0004758	NSE4A_HUMAN, EID3_HUMAN	KAK2563838.1
OG0004211	CHPF2_HUMAN, CHSS2_HUMAN	KAK2548003.1
OG0004230	FBLN1_HUMAN	KAK2548608.1
OG0004265	HYI_HUMAN	KAK2550039.1
OG0004284	CCDB1_HUMAN	KAK2550504.1
OG0004302	GSHB_HUMAN	KAK2551038.1
OG0004318	PDCL3_HUMAN	KAK2551456.1
OG0004335	MFSD5_HUMAN	KAK2551809.1
OG0004358	RS26L_HUMAN, RS26_HUMAN	KAK2552511.1
OG0004391	RLA0L_HUMAN, RLA0_HUMAN	KAK2553433.1
OG0004409	SAV1_HUMAN	KAK2553857.1
OG0004425	GSC2_HUMAN, GSC_HUMAN	KAK2554332.1
OG0004442	TMM42_HUMAN	KAK2554792.1
OG0004459	SR5A3_HUMAN	KAK2555480.1
OG0004478	PRSR1_HUMAN	KAK2556109.1, KAK2565839.1
OG0004496	YETS4_HUMAN	KAK2556554.1
OG0004529	ZRAN1_HUMAN	KAK2557338.1, KAK2572098.1
OG0004545	RWDD1_HUMAN	KAK2558018.1
OG0004630	RT14_HUMAN	KAK2560556.1
OG0004647	DJC24_HUMAN	KAK2560961.1
OG0004664	RNZ1_HUMAN	KAK2561130.1, KAK2561134.1
OG0004713	SMIP7_HUMAN	KAK2562614.1
OG0004730	TM175_HUMAN	KAK2563287.1, KAK2563146.1
OG0004746	TERT_HUMAN	KAK2563547.1
OG0004762	TMM79_HUMAN	KAK2563918.1
OG0004779	CCNQ_HUMAN	KAK2564566.1
OG0004795	SUMO5_HUMAN, SUMO1_HUMAN	KAK2564966.1
OG0004813	ATG13_HUMAN	KAK2565491.1
OG0004818	TM223_HUMAN	KAK2565800.1
OG0004834	MTA70_HUMAN	KAK2566261.1
OG0004866	KLD10_HUMAN	KAK2567035.1
OG0004329	TR112_HUMAN	KAK2551720.1
OG0004345	NNRE_HUMAN	KAK2552101.1
OG0004362	EXOSX_HUMAN	KAK2552699.1
OG0004378	SAE2_HUMAN	KAK2553096.1
OG0004395	SMO_HUMAN	KAK2553492.1
OG0004413	RT25_HUMAN	KAK2553924.1
OG0004429	SEHL2_HUMAN, SERHL_HUMAN	KAK2554385.1
OG0004446	IFT25_HUMAN	KAK2555030.1
OG0004463	M10L1_HUMAN	KAK2555621.1, KAK2555666.1
OG0004481	DPH1_HUMAN	KAK2556139.1, KAK2556138.1
OG0004499	SPEF2_HUMAN	KAK2556611.1, KAK2556616.1
OG0004516	CB081_HUMAN	KAK2557064.1
OG0004531	S352B_HUMAN, S35E2_HUMAN	KAK2557356.1
OG0004547	OSCP1_HUMAN	KAK2558048.1
OG0004563	YKT6_HUMAN	KAK2558391.1
OG0004582	F10C1_HUMAN	KAK2559479.1
OG0004599	SPRE_HUMAN	KAK2559945.1
OG0004616	DJB11_HUMAN	KAK2560366.1
OG0004621	NBR1_HUMAN	KAK2560452.1
OG0004638	OSGI2_HUMAN, OSGI1_HUMAN	KAK2560735.1
OG0004655	CF120_HUMAN	KAK2561020.1
OG0004692	AAAS_HUMAN	KAK2562138.1
OG0004709	ZN830_HUMAN	KAK2562456.1
OG0004727	KIF9_HUMAN	KAK2563082.1
OG0004760	CUTC_HUMAN	KAK2563901.1
OG0004777	CC124_HUMAN	KAK2564425.1
OG0004796	MSL1_HUMAN	KAK2564968.1
OG0004832	UBX2B_HUMAN, NSF1C_HUMAN	KAK2566163.1
OG0004849	GLPK5_HUMAN	KAK2566778.1
OG0004864	LYSM3_HUMAN	KAK2567002.1
OG0004883	TLCD1_HUMAN	KAK2567264.1
OG0004367	SCRB2_HUMAN	KAK2574173.1, KAK2552861.1
OG0004383	ADAL_HUMAN	KAK2553211.1
OG0004399	ABHD6_HUMAN	KAK2553673.1
OG0004404	PARI_HUMAN	KAK2553750.1
OG0004419	CFA65_HUMAN	KAK2554205.1
OG0004436	GMDS_HUMAN	KAK2554705.1
OG0004441	CHM4P_HUMAN, CHM4B_HUMAN	KAK2554776.1
OG0004458	FBXW7_HUMAN	KAK2555479.1
OG0004476	MIEAP_HUMAN	KAK2556102.1
OG0004510	SF3B3_HUMAN	KAK2556889.1
OG0004527	APC10_HUMAN	KAK2557260.1
OG0004543	WDR35_HUMAN	KAK2557933.1
OG0004559	ECHA_HUMAN	KAK2558363.1
OG0004593	MTBP_HUMAN	KAK2559791.1
OG0004610	RIOK3_HUMAN	KAK2560160.1
OG0004628	ERP44_HUMAN	KAK2560537.1, KAK2560542.1
OG0004633	MMSA_HUMAN	KAK2560590.1
OG0004650	F177B_HUMAN, F177A_HUMAN	KAK2560986.1
OG0004668	OXND1_HUMAN	KAK2561387.1
OG0004686	PK1L1_HUMAN	KAK2562042.1
OG0004702	MCA3_HUMAN	KAK2562321.1
OG0004735	SETMR_HUMAN	KAK2563343.1
OG0004752	TMED7_HUMAN, TMED3_HUMAN	KAK2563696.1
OG0004787	ABCB6_HUMAN	KAK2564752.1
OG0004807	POC5_HUMAN	KAK2565330.1, KAK2565332.1
OG0004824	RL5_HUMAN	KAK2565889.1
OG0004840	TECTB_HUMAN	KAK2566500.1
OG0004856	MPPA_HUMAN	KAK2566857.1
OG0004872	NCS1_HUMAN	KAK2567131.1
OG0004880	NDUS7_HUMAN	KAK2567221.1
OG0004898	OTUB1_HUMAN	KAK2567495.1
OG0004443	ZC3H3_HUMAN	KAK2554821.1
OG0004460	QTRT2_HUMAN	KAK2555500.1
OG0004477	EMC7_HUMAN	KAK2556104.1
OG0004495	KFA_HUMAN	KAK2556519.1, KAK2556520.1
OG0004513	PBLD_HUMAN	KAK2556993.1
OG0004519	AG1L2_HUMAN, ALG1_HUMAN	KAK2557100.1
OG0004534	BACH_HUMAN, BACHL_HUMAN	KAK2557608.1
OG0004550	MUC24_HUMAN	KAK2558091.1
OG0004567	RM35_HUMAN	KAK2558480.1
OG0004571	BAG1_HUMAN	KAK2558979.1
OG0004588	DDX27_HUMAN	KAK2559724.1
OG0004605	ZDHC6_HUMAN	KAK2560068.1
OG0004623	PKHG1_HUMAN, PKHG3_HUMAN	KAK2560467.1
OG0004640	NAGPA_HUMAN	KAK2560799.1
OG0004645	GPT11_HUMAN	KAK2560933.1
OG0004663	FACE2_HUMAN	KAK2561120.1
OG0004679	RBSK_HUMAN	KAK2561832.1
OG0004697	TYW4_HUMAN	KAK2562216.1
OG0004714	M2GD_HUMAN	KAK2562762.1
OG0004731	RRP44_HUMAN	KAK2563233.1
OG0004747	TPP1_HUMAN	KAK2563599.1
OG0004764	RBL2A_HUMAN, RBL2B_HUMAN	KAK2563921.1
OG0004782	CNO10_HUMAN	KAK2564689.1
OG0004801	DEOC_HUMAN	KAK2565191.1
