Orthogroup	Hsap	Acer
OG0004819	APC5_HUMAN	KAK2565809.1
OG0004835	KIF17_HUMAN	KAK2566323.1
OG0004852	CHK1_HUMAN	KAK2566823.1
OG0004868	PKDCC_HUMAN	KAK2567081.1
OG0004887	RTRAF_HUMAN	KAK2567291.1
OG0004909	TYDP1_HUMAN	KAK2567621.1
OG0004417	KTBL1_HUMAN	KAK2554062.1
OG0004434	RANB3_HUMAN	KAK2554645.1
OG0004451	SPAT1_HUMAN	KAK2555078.1
OG0004469	UNC50_HUMAN	KAK2556030.1
OG0004485	THOC5_HUMAN	KAK2556191.1
OG0004490	SVBP_HUMAN	KAK2556379.1
OG0004506	MEAK7_HUMAN	KAK2556846.1
OG0004524	CPS4L_HUMAN, CPSF4_HUMAN	KAK2557170.1
OG0004540	CRIP1_HUMAN	KAK2557830.1
OG0004556	VMP1_HUMAN	KAK2558269.1
OG0004606	EI2BD_HUMAN	KAK2560073.1
OG0004624	LA_HUMAN	KAK2560489.1
OG0004642	ARMT1_HUMAN	KAK2560873.1
OG0004658	BSCL2_HUMAN	KAK2561045.1
OG0004675	NEB1_HUMAN, NEB2_HUMAN	KAK2561575.1
OG0004690	CLP1_HUMAN	KAK2562120.1
OG0004707	NLK_HUMAN	KAK2562398.1
OG0004725	ABHD8_HUMAN	KAK2563051.1
OG0004740	COQ2_HUMAN	KAK2563458.1
OG0004755	RAMAC_HUMAN, RMACL_HUMAN	KAK2563810.1
OG0004772	S14L5_HUMAN, S14L1_HUMAN	KAK2564305.1
OG0004788	TRRAP_HUMAN	KAK2564815.1, KAK2564910.1
OG0004805	PPA6_HUMAN	KAK2565292.1, KAK2572599.1
OG0004822	NELFE_HUMAN	KAK2565848.1
OG0004854	SP130_HUMAN	KAK2566853.1
OG0004870	SKI2_HUMAN	KAK2567115.1
OG0004875	PRP4_HUMAN	KAK2567142.1
OG0004890	TTC8_HUMAN	KAK2567352.1
OG0004911	PLB1_HUMAN	KAK2567691.1
OG0004925	PIGV_HUMAN	KAK2568175.1
OG0004310	RM47_HUMAN	KAK2551249.1
OG0004325	WDHD1_HUMAN	KAK2551567.1
OG0004360	DCNL5_HUMAN	KAK2552576.1
OG0004377	CPSF2_HUMAN	KAK2553094.1
OG0004393	HYEP_HUMAN	KAK2553468.1
OG0004411	MAP2_HUMAN	KAK2553904.1
OG0004427	DNPEP_HUMAN	KAK2554377.1, KAK2559565.1
OG0004445	HECD3_HUMAN	KAK2554950.1
OG0004462	SRXN1_HUMAN	KAK2555557.1
OG0004467	DLDH_HUMAN	KAK2555988.1
OG0004502	ARMD1_HUMAN	KAK2556691.1
OG0004520	DMC1_HUMAN	KAK2557123.1
OG0004537	LRC34_HUMAN	KAK2557697.1
OG0004569	XRRA1_HUMAN	KAK2558868.1, KAK2558870.1
OG0004586	S35H1_HUMAN	KAK2559683.1, KAK2559684.1
OG0004603	AMNLS_HUMAN	KAK2560057.1
OG0004619	SNUT1_HUMAN	KAK2560391.1, KAK2560395.1
OG0004625	FYV1_HUMAN	KAK2560494.1
OG0004643	VPS54_HUMAN	KAK2560887.1
OG0004676	DDX49_HUMAN	KAK2561627.1, KAK2567685.1
OG0004693	GPTC8_HUMAN	KAK2562143.1
OG0004728	COMD8_HUMAN	KAK2563084.1
OG0004744	UCHL3_HUMAN	KAK2563494.1
OG0004759	SPON1_HUMAN	KAK2563859.1, KAK2563850.1
OG0004775	BUD31_HUMAN	KAK2564341.1
OG0004791	RM02_HUMAN	KAK2564855.1
OG0004809	PTN13_HUMAN	KAK2565352.1
OG0004827	T3HPD_HUMAN	KAK2565937.1, KAK2565938.1
OG0004844	NIT2_HUMAN	KAK2566589.1
OG0004861	GORAB_HUMAN	KAK2566939.1
OG0004878	LRSM1_HUMAN	KAK2567181.1
OG0004892	DHTK1_HUMAN	KAK2567368.1
OG0004913	AIDA_HUMAN	KAK2567723.1
OG0004962	SAM50_HUMAN	KAK2569061.1
OG0004511	RSMN_HUMAN, RSMB_HUMAN	KAK2556895.1
OG0004528	CF298_HUMAN	KAK2557287.1
OG0004544	MYCBP_HUMAN	KAK2557964.1
OG0004560	NOP16_HUMAN	KAK2558372.1
OG0004578	QOR_HUMAN	KAK2559123.1, KAK2559124.1
OG0004595	RB8NL_HUMAN, CTIP_HUMAN	KAK2559902.1
OG0004611	CCS_HUMAN	KAK2560212.1
OG0004629	ABCG2_HUMAN	KAK2560544.1
OG0004646	NUD14_HUMAN	KAK2560934.1
OG0004662	MINP1_HUMAN	KAK2561115.1, KAK2561903.1
OG0004667	NDUAA_HUMAN	KAK2561297.1, KAK2561399.1
OG0004683	TF3B_HUMAN	KAK2561912.1
OG0004717	TM35B_HUMAN	KAK2562843.1, KAK2562844.1
OG0004733	ATRX_HUMAN	KAK2563268.1
OG0004750	UBE2K_HUMAN	KAK2563604.1
OG0004768	ALR_HUMAN	KAK2564079.1
OG0004789	IF4E2_HUMAN	KAK2564824.1
OG0004806	DCC_HUMAN, NEO1_HUMAN	KAK2565294.1
OG0004823	TXN4B_HUMAN	KAK2565872.1
OG0004839	MFAP1_HUMAN	KAK2566459.1
OG0004855	CH076_HUMAN, ZHX1R_HUMAN	KAK2566855.1
OG0004871	CFA53_HUMAN	KAK2567119.1
OG0004888	WDR81_HUMAN	KAK2567299.1
OG0004907	CLPT1_HUMAN	KAK2567613.1
OG0004924	AMRP_HUMAN	KAK2568156.1
OG0004939	RAB20_HUMAN	KAK2568440.1
OG0004956	RT07_HUMAN	KAK2569015.1
OG0004973	RS10L_HUMAN, RS10_HUMAN	KAK2569335.1
OG0004977	PEX3_HUMAN	KAK2569430.1
OG0004992	REX1B_HUMAN	KAK2569807.1
OG0004491	XXLT1_HUMAN	KAK2556395.1
OG0004508	HEAT3_HUMAN	KAK2556872.1
OG0004525	ARMC7_HUMAN	KAK2557194.1
OG0004541	RDM1_HUMAN	KAK2557865.1
OG0004557	RL6_HUMAN	KAK2558319.1
OG0004574	ARL15_HUMAN	KAK2559113.1
OG0004591	VP9D1_HUMAN	KAK2559771.1
OG0004607	RL7_HUMAN	KAK2560075.1
OG0004613	MZB1_HUMAN	KAK2560278.1
OG0004634	CPSF1_HUMAN	KAK2560618.1
OG0004651	DPP3_HUMAN	KAK2560990.1
OG0004669	HUS1_HUMAN	KAK2561434.1
OG0004684	CNST_HUMAN	KAK2561943.1
OG0004700	SERB_HUMAN, PSPHL_HUMAN	KAK2562258.1
OG0004706	UB2L5_HUMAN, UB2L3_HUMAN	KAK2562366.1
OG0004723	NT5D2_HUMAN, NT5D3_HUMAN	KAK2563005.1
OG0004739	MARH8_HUMAN	KAK2563445.1
OG0004756	SAXO4_HUMAN	KAK2563819.1, KAK2563820.1
OG0004773	CE112_HUMAN	KAK2564329.1
OG0004790	ANKL2_HUMAN	KAK2564843.1, KAK2564844.1
OG0004825	TM237_HUMAN	KAK2565899.1, KAK2565906.1
OG0004842	TAF6_HUMAN	KAK2566543.1
OG0004858	MP2K7_HUMAN	KAK2566892.1
OG0004894	MCM8_HUMAN	KAK2567400.1, KAK2567403.1
OG0004916	GCYB1_HUMAN	KAK2567770.1
OG0004932	SF3A2_HUMAN	KAK2568342.1
OG0004950	RN216_HUMAN, R216L_HUMAN	KAK2568807.1
OG0004968	RU17_HUMAN	KAK2569151.1
OG0004987	SPHM_HUMAN	KAK2569718.1
OG0005003	MIPT3_HUMAN	KAK2570210.1
OG0004515	ATOH8_HUMAN	KAK2557061.1
OG0004532	CND1_HUMAN	KAK2557371.1
OG0004548	MACOI_HUMAN	KAK2558056.1
OG0004564	WDR1_HUMAN	KAK2558395.1
OG0004580	DCP2_HUMAN	KAK2559283.1
OG0004598	COXM1_HUMAN	KAK2559939.1, KAK2559997.1
OG0004635	NDUF6_HUMAN	KAK2560651.1
OG0004652	CTSR1_HUMAN	KAK2560996.1
OG0004671	NGLY1_HUMAN	KAK2561647.1, KAK2561483.1
OG0004705	MKS1_HUMAN	KAK2562345.1
OG0004724	MYCPP_HUMAN, DEN4B_HUMAN	KAK2563018.1
OG0004741	GCNA_HUMAN	KAK2563463.1
OG0004757	US6NL_HUMAN	KAK2563822.1
OG0004792	SPG16_HUMAN	KAK2564904.1
OG0004811	PIHD1_HUMAN	KAK2565437.1
OG0004828	KAD8_HUMAN	KAK2565973.1
OG0004845	CATAC_HUMAN	KAK2566604.1, KAK2566605.1
OG0004862	CA021_HUMAN	KAK2566963.1
OG0004896	WDR64_HUMAN	KAK2567438.1
OG0004899	RPB7_HUMAN	KAK2567508.1
OG0004918	FXDC2_HUMAN, MSMO1_HUMAN	KAK2567903.1
OG0004954	CHCH7_HUMAN	KAK2568951.1
OG0004969	PTSS2_HUMAN	KAK2569153.1
OG0004985	ECH1_HUMAN	KAK2569601.1, KAK2569963.1
OG0005001	TBCD5_HUMAN	KAK2570132.1
OG0005019	ZCRB1_HUMAN	KAK2570605.1
OG0005037	MMS22_HUMAN	KAK2570842.1, KAK2570840.1
OG0005069	ECHM_HUMAN	KAK2571607.1, KAK2571611.1
OG0005087	LYRM1_HUMAN	KAK2571815.1
OG0005103	ODPB_HUMAN	KAK2572129.1
OG0005120	PSTK_HUMAN	KAK2572331.1, KAK2572332.1
OG0005136	LR75B_HUMAN, LR75A_HUMAN	KAK2572653.1
OG0004587	TM45B_HUMAN, TM45A_HUMAN	KAK2559685.1
OG0004604	TXD15_HUMAN	KAK2560059.1
OG0004622	USE1_HUMAN	KAK2560455.1
OG0004641	PRP4K_HUMAN	KAK2560820.1
OG0004657	MDHC_HUMAN	KAK2561035.1
OG0004661	I2BP1_HUMAN, I2BPL_HUMAN	KAK2561105.1
OG0004677	PPR36_HUMAN	KAK2561800.1, KAK2561803.1
OG0004694	PHF14_HUMAN	KAK2562147.1
OG0004711	GRN_HUMAN	KAK2569605.1, KAK2562612.1
OG0004716	LTAP1_HUMAN	KAK2562824.1, KAK2562960.1
OG0004732	RPN1_HUMAN	KAK2563266.1
OG0004748	RRP8_HUMAN	KAK2563600.1
OG0004784	TRPM2_HUMAN	KAK2564697.1
OG0004837	RS24_HUMAN	KAK2566366.1
OG0004869	ANC2_HUMAN	KAK2567096.1
OG0004886	TSNAX_HUMAN	KAK2567289.1, KAK2567707.1
OG0004903	KLDC4_HUMAN	KAK2567565.1
OG0004917	FBX8_HUMAN	KAK2567773.1
OG0004933	COX18_HUMAN	KAK2568346.1
OG0004955	CFA36_HUMAN	KAK2568955.1
OG0004967	MADD_HUMAN	KAK2569106.1
OG0004983	SZT2_HUMAN	KAK2569569.1
OG0004998	PDIA5_HUMAN	KAK2570032.1
OG0005014	SMRCD_HUMAN	KAK2570563.1
OG0005017	UTRN_HUMAN, DMD_HUMAN	KAK2570584.1
OG0005033	RT06_HUMAN	KAK2570821.1
OG0005047	CC020_HUMAN	KAK2571007.1
OG0005079	TOP3A_HUMAN	KAK2571723.1
OG0005095	NPL4_HUMAN	KAK2572015.1
OG0005110	VPS51_HUMAN	KAK2572219.1
OG0005125	RAB24_HUMAN	KAK2572470.1
OG0005141	EFCB6_HUMAN	KAK2572778.1, KAK2572776.1
OG0004632	GDS1_HUMAN	KAK2560561.1
OG0004649	S2548_HUMAN	KAK2560975.1, KAK2560976.1
OG0004665	CCSAP_HUMAN	KAK2561144.1, KAK2561149.1
OG0004681	WDR74_HUMAN	KAK2561856.1
OG0004698	NSE1_HUMAN	KAK2562242.1
OG0004715	OSTF1_HUMAN	KAK2562811.1
OG0004720	COAC_HUMAN	KAK2562959.1, KAK2562963.1
OG0004749	IQCM_HUMAN	KAK2563602.1
OG0004765	M1AP_HUMAN	KAK2563935.1
OG0004781	COMDA_HUMAN	KAK2564686.1
OG0004799	TM267_HUMAN	KAK2565075.1
OG0004815	DNPH1_HUMAN	KAK2565646.1
OG0004830	PIGC_HUMAN	KAK2566090.1
OG0004848	NDUS2_HUMAN	KAK2566777.1
OG0004865	SNAPN_HUMAN	KAK2567011.1
OG0004882	CAPON_HUMAN	KAK2567250.1
OG0004901	ABCBA_HUMAN	KAK2567519.1, KAK2568418.1
OG0004919	CC038_HUMAN	KAK2567982.1
OG0004934	CPSF3_HUMAN	KAK2568370.1
OG0004941	OTULL_HUMAN, OTUL_HUMAN	KAK2568522.1
OG0004953	DPY30_HUMAN	KAK2568895.1
OG0004971	NANP_HUMAN	KAK2569189.1
OG0004989	CI072_HUMAN	KAK2569777.1
OG0005007	CG025_HUMAN	KAK2570265.1
OG0005024	S35F1_HUMAN, S35F2_HUMAN	KAK2570737.1
OG0005040	CUL5_HUMAN	KAK2570870.1
OG0005056	DNM1L_HUMAN	KAK2571267.1
OG0005070	DESI1_HUMAN	KAK2571620.1
OG0005088	ADAP1_HUMAN, ADAP2_HUMAN	KAK2571859.1
OG0005104	ENO4_HUMAN	KAK2572140.1
OG0005121	RISC_HUMAN	KAK2572373.1
OG0005144	SIR1_HUMAN	KAK2572860.1
OG0005163	ECT2_HUMAN	KAK2573317.1
OG0004592	TM143_HUMAN	KAK2559784.1
OG0004608	GLSL_HUMAN, GLSK_HUMAN	KAK2560121.1
OG0004627	ALS2_HUMAN	KAK2560503.1
OG0004631	AKIB1_HUMAN	KAK2560558.1
OG0004648	PCX4_HUMAN	KAK2560962.1
OG0004666	VATF_HUMAN	KAK2561296.1, KAK2561400.1
OG0004682	SPAT7_HUMAN	KAK2561902.1
OG0004685	MTHFS_HUMAN	KAK2561972.1, KAK2564909.1
OG0004701	NOG2_HUMAN	KAK2562308.1
OG0004721	XPA_HUMAN	KAK2562961.1, KAK2562962.1
OG0004737	C19L2_HUMAN	KAK2563412.1
OG0004754	FBX41_HUMAN	KAK2563776.1
OG0004771	CTF18_HUMAN	KAK2564289.1, KAK2564290.1
OG0004776	EIF3J_HUMAN	KAK2564422.1
OG0004793	SERA_HUMAN	KAK2564913.1
OG0004798	CARTF_HUMAN	KAK2565061.1
OG0004817	ANKE1_HUMAN	KAK2565765.1
OG0004833	HACL2_HUMAN	KAK2566212.1
OG0004850	EMC5_HUMAN	KAK2566784.1
OG0004867	HGNAT_HUMAN	KAK2567043.1
OG0004884	NUD19_HUMAN	KAK2567275.1
OG0004902	TISB_HUMAN	KAK2567538.1
OG0004910	LLR1_HUMAN	KAK2567625.1
OG0004929	ASH2L_HUMAN	KAK2568275.1
OG0004949	USH2A_HUMAN	KAK2568736.1
OG0004966	XRCC6_HUMAN	KAK2569097.1
OG0005000	DONS_HUMAN	KAK2570126.1, KAK2570130.1
OG0005032	CCD83_HUMAN	KAK2570814.1
OG0005066	PTCD1_HUMAN	KAK2571557.1
OG0005084	BFAR_HUMAN	KAK2571771.1, KAK2571772.1
OG0005100	U2AF2_HUMAN	KAK2572053.1
OG0005116	PBDC1_HUMAN	KAK2572274.1
OG0005149	RIFK_HUMAN	KAK2573006.1
OG0005165	TPPC4_HUMAN	KAK2573375.1
OG0004695	RBM48_HUMAN	KAK2562157.1
OG0004712	PIGZ_HUMAN	KAK2562613.1
OG0004729	SNX25_HUMAN	KAK2563095.1
OG0004745	EXOS9_HUMAN	KAK2563518.1
OG0004761	NOC3L_HUMAN	KAK2563907.1
OG0004778	GBA2_HUMAN	KAK2564462.1
OG0004794	BCD1_HUMAN	KAK2564948.1
OG0004812	GALK2_HUMAN	KAK2565448.1
OG0004829	TM10B_HUMAN	KAK2565995.1
OG0004847	HINFP_HUMAN	KAK2566726.1
OG0004863	BTBD2_HUMAN, BTBD1_HUMAN	KAK2566967.1
OG0004879	RO60_HUMAN	KAK2567208.1, KAK2567209.1
OG0004915	WASC4_HUMAN	KAK2567753.1
OG0004930	B4GA1_HUMAN	KAK2568294.1
OG0004947	GOGA5_HUMAN	KAK2568702.1, KAK2568701.1
OG0004961	S29P2_HUMAN, SNX29_HUMAN	KAK2569051.1
OG0004978	ERCC1_HUMAN	KAK2569453.1
OG0004994	CDC20_HUMAN	KAK2569872.1, KAK2573849.1
OG0005009	RS13_HUMAN	KAK2570333.1, KAK2570340.1
OG0005027	ARMC2_HUMAN	KAK2570761.1
OG0005043	FZD9_HUMAN, FZD10_HUMAN	KAK2570896.1
OG0005059	ISY1_HUMAN	KAK2571294.1
OG0005075	CING_HUMAN, CGNL1_HUMAN	KAK2571688.1
OG0005092	CCD33_HUMAN	KAK2571951.1
OG0005107	TXD12_HUMAN	KAK2572178.1
OG0005123	FAH2A_HUMAN, FAH2B_HUMAN	KAK2572410.1
OG0005155	CATZ_HUMAN	KAK2573132.1
OG0005171	TM164_HUMAN	KAK2573520.1
OG0005187	AT5L2_HUMAN, ATP5L_HUMAN	KAK2573801.1
OG0004600	BL1S5_HUMAN	KAK2559988.1, KAK2559986.1, KAK2559994.1
OG0004636	RN212_HUMAN, R212B_HUMAN	KAK2560692.1
OG0004653	RRP36_HUMAN	KAK2561016.1
OG0004670	UBA5_HUMAN	KAK2561446.1
OG0004703	4ET_HUMAN	KAK2562334.1, KAK2562397.1
OG0004719	LINES_HUMAN	KAK2562913.1
OG0004736	DHRSX_HUMAN	KAK2563347.1, KAK2563353.1
OG0004751	PCM1_HUMAN	KAK2563645.1
OG0004767	ASPC1_HUMAN	KAK2564020.1
OG0004783	TFP11_HUMAN	KAK2564694.1
OG0004800	PRLD2_HUMAN	KAK2565125.1
OG0004831	GRHPR_HUMAN	KAK2566154.1
OG0004846	OAF_HUMAN	KAK2566660.1
OG0004877	DHX9_HUMAN	KAK2567177.1, KAK2567178.1
OG0004912	ALKB6_HUMAN	KAK2567716.1, KAK2567718.1
OG0004927	S60A2_HUMAN	KAK2568196.1
OG0004944	TAD2B_HUMAN	KAK2568570.1
OG0004959	CMI2C_HUMAN	KAK2574654.1, KAK2569041.1
OG0004974	APAF_HUMAN	KAK2569341.1
OG0004990	CAPSL_HUMAN	KAK2569778.1, KAK2569846.1
OG0005005	DBF4B_HUMAN, DBF4A_HUMAN	KAK2570232.1
OG0005026	BLVRB_HUMAN	KAK2570759.1, KAK2570974.1
OG0005042	SURF6_HUMAN	KAK2570886.1
OG0005058	GCST_HUMAN	KAK2571269.1
OG0005074	LST8_HUMAN	KAK2571679.1
OG0005089	INT1_HUMAN	KAK2571889.1
OG0005105	KLDC1_HUMAN	KAK2572157.1
OG0005137	TCPB_HUMAN	KAK2572665.1
OG0005154	FCL_HUMAN	KAK2573098.1
OG0005170	CSKP_HUMAN	KAK2573489.1
OG0005186	RYK_HUMAN	KAK2573797.1
OG0005203	ID2B_HUMAN, ID2_HUMAN	KAK2574081.1
OG0004689	PNPO_HUMAN	KAK2562115.1, KAK2562117.1
OG0004722	EIF2A_HUMAN	KAK2562987.1, KAK2573785.1
OG0004753	SERC_HUMAN	KAK2563764.1
OG0004769	TEX47_HUMAN	KAK2564132.1
OG0004786	DTWD1_HUMAN	KAK2564713.1
OG0004804	CPEB1_HUMAN	KAK2565278.1
OG0004810	ATOSB_HUMAN	KAK2565380.1
OG0004826	CE350_HUMAN	KAK2565903.1
OG0004859	S2538_HUMAN	KAK2566908.1
OG0004874	DHYS_HUMAN	KAK2567135.1
OG0004891	AAR2_HUMAN	KAK2567354.1
OG0004914	CEP97_HUMAN	KAK2567731.1
OG0004931	DCPS_HUMAN	KAK2568337.1
OG0004943	NEMF_HUMAN	KAK2568568.1
OG0004963	BLT3A_HUMAN, BLT3B_HUMAN	KAK2569065.1
OG0004980	RIC1_HUMAN	KAK2569545.1
OG0004996	RWDD3_HUMAN	KAK2569912.1
OG0005013	CMAP3_HUMAN	KAK2570505.1, KAK2570508.1
OG0005031	DGC6L_HUMAN, DGCR6_HUMAN	KAK2570792.1
OG0005064	GRAM4_HUMAN	KAK2571509.1
OG0005082	FXRD2_HUMAN	KAK2571729.1
OG0005099	GRB2_HUMAN	KAK2572032.1
OG0005115	PRC1_HUMAN	KAK2572269.1
OG0005131	TTC31_HUMAN	KAK2574185.1, KAK2572576.1
OG0005148	ZFAN4_HUMAN	KAK2573003.1
OG0005166	SL9D1_HUMAN	KAK2573397.1
OG0005183	TMTC4_HUMAN	KAK2573721.1
OG0005202	PIGL_HUMAN	KAK2574072.1
OG0005220	TTC28_HUMAN	KAK2574455.1
OG0004763	WDR26_HUMAN	KAK2563920.1, KAK2568744.1
OG0004780	FOCAD_HUMAN	KAK2564615.1
OG0004797	CQ10A_HUMAN, CQ10B_HUMAN	KAK2565015.1
OG0004802	GATM_HUMAN	KAK2565250.1, KAK2565381.1
OG0004820	NS1BP_HUMAN	KAK2565812.1
OG0004836	S17A9_HUMAN	KAK2566349.1
OG0004841	SELS_HUMAN	KAK2566513.1
OG0004857	ZGPAT_HUMAN	KAK2566859.1
OG0004873	TDIF2_HUMAN	KAK2567134.1
OG0004889	XRCC3_HUMAN	KAK2567314.1
OG0004904	CLSPN_HUMAN	KAK2567584.1, KAK2567587.1
OG0004920	ZN609_HUMAN, ZN608_HUMAN	KAK2568058.1
OG0004938	SCNM1_HUMAN	KAK2568436.1
OG0004958	LMF2_HUMAN	KAK2569033.1
OG0004975	SDHF2_HUMAN	KAK2569399.1
OG0004991	CGL_HUMAN	KAK2569795.1, KAK2569991.1
OG0005006	MLX_HUMAN	KAK2570239.1
OG0005023	ADGB_HUMAN	KAK2570705.1
OG0005039	CTU1_HUMAN	KAK2570852.1
OG0005071	L2GL2_HUMAN, L2GL1_HUMAN	KAK2571657.1
OG0005076	MBOA7_HUMAN	KAK2571692.1
OG0005094	CNOT3_HUMAN	KAK2572014.1
OG0005111	RL26L_HUMAN, RL26_HUMAN	KAK2572228.1
OG0005129	ERI1_HUMAN	KAK2572502.1
OG0005147	MNS1_HUMAN	KAK2572983.1
OG0005164	SEN15_HUMAN	KAK2573358.1
OG0005197	TF2H3_HUMAN	KAK2573927.1
OG0005213	BLMH_HUMAN	KAK2574323.1
OG0005230	ARMC5_HUMAN	KAK2574636.1, KAK2574637.1
OG0004940	SF3A1_HUMAN	KAK2568504.1
OG0004952	COX20_HUMAN	KAK2568868.1
OG0004970	ERGI2_HUMAN	KAK2569183.1
OG0004986	CF144_HUMAN, F183B_HUMAN	KAK2569639.1
OG0005002	FTCD_HUMAN	KAK2570176.1
OG0005018	AFAD_HUMAN	KAK2570603.1
OG0005035	TFG_HUMAN	KAK2570827.1
OG0005050	XPOT_HUMAN	KAK2571073.1
OG0005065	IF122_HUMAN	KAK2571545.1
OG0005081	UBFD1_HUMAN	KAK2571727.1
OG0005097	BRAT1_HUMAN	KAK2572030.1
OG0005112	CF206_HUMAN	KAK2572230.1
OG0005128	CHMP3_HUMAN	KAK2572491.1
OG0005145	ARID2_HUMAN	KAK2572889.1
OG0005161	TFDP3_HUMAN, TFDP1_HUMAN	KAK2573242.1
OG0005175	TPC14_HUMAN	KAK2573609.1
OG0005193	TB10A_HUMAN	KAK2573904.1
OG0005210	CDIPT_HUMAN	KAK2574303.1
OG0005226	BLTP2_HUMAN	KAK2574599.1
OG0005415	PTPRG_HUMAN	KAK2554980.1
OG0005430	WNT1_HUMAN	KAK2554328.1
OG0005435	HSPA9_HUMAN	KAK2558440.1
OG0005450	HELLS_HUMAN	KAK2547632.1
OG0005466	GLTL5_HUMAN	KAK2570426.1
OG0004926	RL32_HUMAN	KAK2568178.1
OG0004946	LMO7_HUMAN, LIMC1_HUMAN	KAK2568679.1
OG0004964	DNAI7_HUMAN	KAK2569071.1, KAK2569068.1
OG0004982	TMM59_HUMAN	KAK2569566.1
OG0004999	RPEL1_HUMAN, RPE_HUMAN	KAK2570125.1
OG0005034	SENP7_HUMAN	KAK2570823.1, KAK2570984.1
OG0005085	MP2K6_HUMAN, MP2K3_HUMAN	KAK2571778.1
OG0005101	RRP7A_HUMAN, RRP7B_HUMAN	KAK2572068.1
OG0005117	E2AK3_HUMAN	KAK2572279.1
OG0005133	VMAT2_HUMAN, VMAT1_HUMAN	KAK2572626.1
OG0005151	DHE4_HUMAN, DHE3_HUMAN	KAK2573047.1
OG0005168	ESTD_HUMAN	KAK2573456.1
OG0005185	MFSD1_HUMAN	KAK2573793.1
OG0005204	CCD86_HUMAN	KAK2574134.1
OG0005209	MZT2A_HUMAN, MZT2B_HUMAN	KAK2574289.1
OG0005225	UFD1_HUMAN	KAK2574593.1
OG0005438	GBG13_HUMAN	KAK2571975.1
OG0005454	MNX1_HUMAN	KAK2570209.1
OG0005472	TRXR2_HUMAN	KAK2560265.1
OG0005478	S2542_HUMAN	KAK2565182.1
OG0005494	DDX47_HUMAN	KAK2557149.1
OG0004885	PINL_HUMAN, PIN1_HUMAN	KAK2567279.1
OG0004905	MAT1_HUMAN	KAK2567593.1
OG0004921	SUCO_HUMAN	KAK2568084.1
OG0004937	MITOS_HUMAN	KAK2568414.1
OG0004951	BAF_HUMAN	KAK2568845.1, KAK2568844.1
OG0004965	BAX_HUMAN	KAK2569095.1
OG0004981	ABCD3_HUMAN	KAK2569552.1
OG0004997	RAD54_HUMAN	KAK2569941.1
OG0005012	GARS_HUMAN	KAK2570478.1
OG0005029	PACRG_HUMAN	KAK2570781.1
OG0005060	GTSE1_HUMAN	KAK2571308.1
OG0005077	SEN54_HUMAN	KAK2571708.1
OG0005093	FOXJ1_HUMAN	KAK2571988.1
OG0005109	DCTN1_HUMAN	KAK2572218.1
OG0005143	EPG5_HUMAN	KAK2572828.1
OG0005158	TYPH_HUMAN	KAK2573201.1
OG0005173	APC16_HUMAN	KAK2573586.1
OG0005191	PCCA_HUMAN	KAK2573867.1
OG0005208	CAF17_HUMAN	KAK2574220.1, KAK2574221.1
OG0005223	UBP30_HUMAN	KAK2574549.1
OG0005416	DYH17_HUMAN	KAK2571763.1
OG0005432	GCSH_HUMAN	KAK2556893.1, KAK2549541.1
OG0005448	SP5_HUMAN	KAK2560342.1
OG0005464	NRDE2_HUMAN	KAK2567480.1
OG0005480	NRARP_HUMAN	KAK2564156.1
OG0005497	PP1B_HUMAN	KAK2561111.1
OG0004900	HYLS1_HUMAN	KAK2567512.1, KAK2567513.1
OG0004908	LCLT1_HUMAN	KAK2567618.1
OG0004923	CCNC_HUMAN	KAK2568149.1
OG0004936	SYNJ1_HUMAN	KAK2568400.1
OG0004972	WBP2_HUMAN	KAK2569264.1
OG0004988	CFA57_HUMAN	KAK2569758.1
OG0005004	SPO16_HUMAN	KAK2570211.1
OG0005020	XPO4_HUMAN	KAK2570650.1
OG0005036	IFT88_HUMAN	KAK2570829.1
OG0005051	SPX3_HUMAN	KAK2571090.1
OG0005067	NET1_HUMAN	KAK2571565.1
OG0005083	TBCD_HUMAN	KAK2571739.1
OG0005098	FLII_HUMAN	KAK2572031.1
OG0005113	NMNA1_HUMAN	KAK2572265.1
OG0005130	KCMF1_HUMAN	KAK2572525.1
OG0005146	TSPO_HUMAN	KAK2572907.1
OG0005162	COG6_HUMAN	KAK2573270.1
OG0005178	TM2D3_HUMAN	KAK2573627.1
OG0005194	DEPD5_HUMAN	KAK2573911.1
OG0005227	MED15_HUMAN	KAK2574604.1
OG0005442	KLH17_HUMAN	KAK2557651.1
OG0005457	S29A4_HUMAN	KAK2571093.1
OG0005474	GNB5_HUMAN	KAK2567272.1
OG0005490	RNF14_HUMAN	KAK2552573.1
OG0005506	ANR55_HUMAN	KAK2554913.1
OG0004906	INO80_HUMAN	KAK2567603.1
OG0004922	RSP14_HUMAN	KAK2568148.1
OG0004942	3HAO_HUMAN	KAK2568563.1
OG0004976	IF4G2_HUMAN	KAK2569417.1
OG0004993	F151B_HUMAN	KAK2569844.1, KAK2569845.1
OG0005010	OXSM_HUMAN	KAK2570370.1, KAK2570365.1
OG0005030	PEX16_HUMAN	KAK2570784.1
OG0005046	SH3L3_HUMAN	KAK2570990.1
OG0005078	DGLB_HUMAN	KAK2571722.1
OG0005096	JOS1_HUMAN	KAK2572020.1
OG0005119	HASP_HUMAN	KAK2572320.1, KAK2572532.1
OG0005135	NPS3A_HUMAN, NPS3B_HUMAN	KAK2572646.1
